,name,main_speaker,views,comments,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jawdrop,Ok,Obnoxious,Inspiring
623,"Ken Jennings: Watson, Jeopardy and me, the obsolete know-it-all",Ken Jennings,1135004,187,36,39,379,181,222,267,267,75,43,48,3,21,15,12
624,Freeman Hrabowski: 4 pillars of college success in science,Freeman Hrabowski,911601,102,150,39,410,58,147,43,21,25,15,27,18,63,9,5
625,Keller Rinaudo: A mini robot -- powered by your phone,Keller Rinaudo,1118006,183,120,162,101,100,43,136,75,23,79,33,26,2,8,21
626,Dan Ariely: What makes us feel good about our work?,Dan Ariely,5319077,347,1534,1363,292,783,172,825,203,65,90,16,66,26,16,7
627,Eric Dishman: Health care should be a team sport,Eric Dishman,836699,129,20,112,143,208,34,35,95,30,59,6,49,3,9,0
628,Laura Snyder: The Philosophical Breakfast Club,Laura Snyder,1203901,210,186,139,87,369,81,32,17,45,20,9,17,11,6,10
629,Rose George: Let's talk crap. Seriously.,Rose George,1624716,167,316,506,70,182,141,38,200,10,123,27,8,32,14,8
630,Thomas Insel: Toward a new understanding of mental illness,Thomas Insel,1188149,264,466,235,54,159,25,34,17,27,145,37,20,3,2,15
631,Joshua Prager: In search of the man who broke my neck,Joshua Prager,1341106,225,560,748,139,316,37,38,90,23,38,19,8,19,14,11
632,"Andres Lozano: Parkinson's, depression and the switch that might turn them off",Andres Lozano,1303148,282,60,459,725,264,438,9,57,296,79,43,9,4,4,1
633,BLACK: My journey to yo-yo mastery,BLACK,7373875,219,533,625,514,114,410,28,122,36,16,69,36,5,10,57
634,John McWhorter: Txtng is killing language. JK!!!,John McWhorter,2162439,388,54,405,557,660,157,44,320,52,121,21,45,15,26,15
635,"Robert Gordon: The death of innovation, the end of growth",Robert Gordon,1091988,200,79,19,40,184,9,185,20,44,3,1,31,26,39,21
636,Erik Brynjolfsson: The key to growth? Race with the machines,Erik Brynjolfsson,1200139,235,38,211,195,10,165,111,19,49,62,8,6,28,6,10
637,Michael Stevens: How much does a video weigh?,Michael Stevens,195899,126,170,214,124,69,85,82,35,21,17,23,26,8,7,26
638,"Jennifer Healey: If cars could talk, accidents might be avoidable",Jennifer Healey,814568,159,11,90,18,27,65,110,30,44,90,59,39,5,8,3
639,David Pogue: 10 top time-saving tech tips,David Pogue,4843480,323,1545,726,112,182,85,139,41,52,300,39,54,69,19,8
640,Nilofer Merchant: Got a meeting? Take a walk,Nilofer Merchant,2735769,194,351,478,141,290,46,210,53,68,80,7,14,18,15,17
641,Taylor Wilson: My radical plan for small nuclear fission reactors,Taylor Wilson,1546610,473,28,462,334,291,204,243,93,53,153,70,23,42,15,43
642,Sebasti?o Salgado: The silent drama of photography,Sebasti?o Salgado,1593382,126,395,714,350,103,189,105,166,26,14,22,9,10,1,0
643,"Juan Enriquez: Your online life, permanent as a tattoo",Juan Enriquez,1567528,146,447,249,135,26,14,94,78,190,39,71,72,25,30,23
644,Rita Pierson: Every kid needs a champion,Rita Pierson,7469445,632,5946,981,1137,1640,1297,458,230,665,114,159,12,26,23,15
645,Timothy Bartik: The economic case for preschool,Timothy Bartik,407419,148,21,50,54,75,6,3,30,5,6,8,7,12,2,2
646,ShaoLan: Learn to read Chinese ... with ease!,ShaoLan,3062980,440,637,509,989,566,401,175,103,110,32,39,26,91,12,6
647,Bill Gates: Teachers need real feedback,Bill Gates,2206204,405,326,171,329,104,102,44,66,11,45,32,30,4,55,5
648,Ramsey Musallam: 3 rules to spark learning,Ramsey Musallam,2592925,149,959,192,334,249,34,137,206,22,88,57,8,56,6,4
649,"Pearl Arredondo: My story, from gangland daughter to star teacher",Pearl Arredondo,1059278,120,164,289,76,6,49,59,40,39,24,3,8,16,7,5
650,"Malcolm London: ""High School Training Ground""",Malcolm London,1188177,62,289,318,231,70,67,71,12,12,41,39,12,13,52,7
651,Geoffrey Canada: Our failing schools. Enough is enough!,Geoffrey Canada,1786965,321,388,540,221,97,162,54,212,9,43,36,45,9,9,7
652,Angela Lee Duckworth: Grit: The power of passion and perseverance,Angela Lee Duckworth,12039978,659,4847,374,2420,1380,597,866,464,464,47,87,181,65,148,129
653,Ken Robinson: How to escape education's death valley,Ken Robinson,6657858,634,24,16,1541,1434,1233,3018,419,252,559,911,385,14,72,8
654,Meg Jay: Why 30 is not the new 20,Meg Jay,8958850,937,201,1428,684,3035,407,1221,400,93,175,119,208,77,84,38
655,Maria Bezaitis: Why we need strangeness,Maria Bezaitis,1114173,128,28,69,16,141,54,66,45,104,124,91,37,35,15,5
656,Liu Bolin: The invisible man,Liu Bolin,1304597,97,150,115,91,33,9,8,53,68,5,40,29,9,13,4
657,"Jay Silver: Hack a banana, make a keyboard!",Jay Silver,1319453,145,514,348,74,16,297,509,76,202,4,53,10,29,24,10
658,Sergey Brin: Why Google Glass?,Sergey Brin,2026001,339,345,142,130,144,86,55,239,101,54,24,61,117,23,16
659,Peter Singer: The why and how of effective altruism,Peter Singer,1533054,475,508,302,256,52,44,53,23,57,57,109,44,8,38,3
660,Phil Hansen: Embrace the shake,Phil Hansen,2155416,172,1249,101,276,280,383,316,192,50,33,44,3,4,1,0
661,Judy MacDonald Johnston: Prepare for a good end of life,Judy MacDonald Johnston,1467971,239,375,164,379,224,198,15,27,55,6,30,14,11,12,0
662,Alastair Parvin: Architecture for the people by the people,Alastair Parvin,1422767,180,107,175,394,75,288,19,167,434,32,31,4,7,4,3
663,"Ji-Hae Park: The violin, and my dark night of the soul",Ji-Hae Park,2715019,276,260,449,742,202,26,138,19,51,14,22,15,3,9,1
664,Paola Antonelli: Why I brought Pac-Man to MoMA,Paola Antonelli,934335,118,28,81,101,49,7,4,36,64,87,69,14,24,32,12
665,Jackson Katz: Violence against women -- it's a men's issue,Jackson Katz,1625776,921,1116,1247,120,772,204,97,534,70,82,52,158,15,51,14
666,Hendrik Poinar: Bring back the woolly mammoth!,Hendrik Poinar,948509,146,7,11,145,170,27,52,9,37,27,29,26,10,7,8
667,Lisa Bu: How books can open your mind,Lisa Bu,3158067,404,462,1373,666,279,237,51,19,209,193,211,63,13,26,21
668,"Andrew Solomon: Love, no matter what",Andrew Solomon,4032150,489,2449,1975,58,337,396,937,175,133,456,37,181,45,61,84
669,Alex Laskey: How behavioral science can lower your energy bill,Alex Laskey,1089949,127,325,284,328,91,15,116,6,33,44,22,11,18,3,3
670,"Anas Aremeyaw Anas: How I named, shamed and jailed",Anas Aremeyaw Anas,1421509,149,163,571,136,168,91,14,17,31,23,10,7,35,6,2
671,Denise Herzing: Could we speak the language of dolphins?,Denise Herzing,1164684,103,109,151,288,86,69,9,33,11,8,18,40,16,1,1
672,Martin Villeneuve: How I made an impossible film,Martin Villeneuve,948840,110,32,85,99,29,287,45,71,38,17,24,9,6,25,1
673,Andrew McAfee: What will future jobs look like?,Andrew McAfee,2102608,354,462,112,85,61,218,252,201,63,20,20,10,11,27,39
674,Raffaello D'Andrea: The astounding athletic power of quadcopters,Raffaello D'Andrea,10281817,309,932,1183,1237,138,205,325,551,33,75,47,9,21,3,18
675,George Papandreou: Imagine a European democracy without borders,George Papandreou,741720,280,63,129,101,146,63,102,169,27,29,9,14,15,9,20
676,Daniel Suarez: The kill decision shouldn't belong to a robot,Daniel Suarez,1908577,154,81,191,195,34,59,37,4,10,28,9,16,5,2,7
677,Manal al-Sharif: A Saudi woman who dared to drive,Manal al-Sharif,1492163,339,696,790,96,143,90,116,70,25,8,9,29,8,20,6
678,Didier Sornette: How we can predict the next financial crisis,Didier Sornette,1361404,161,68,222,129,75,148,24,18,14,35,58,38,21,11,1
679,"Juliana Rotich: Meet BRCK, Internet access built for Africa",Juliana Rotich,630822,114,107,97,45,91,22,9,18,20,7,5,8,1,4,1
680,Joseph Kim: The family I lost in North Korea. And the family I gained.,Joseph Kim,2140135,311,137,748,600,370,87,45,6,39,3,5,27,1,0,0
681,Paul Pholeros: How to reduce poverty? Fix homes,Paul Pholeros,1330614,108,145,87,157,31,41,296,32,137,3,1,11,3,3,3
682,Camille Seaman: Photos from a storm chaser,Camille Seaman,1608679,139,121,103,461,15,63,153,54,12,3,4,25,10,8,12
683,Lesley Hazleton: The doubt essential to faith,Lesley Hazleton,1361374,441,467,702,353,336,47,128,28,312,101,238,57,71,54,16
684,Peter Attia: Is the obesity crisis hiding a bigger problem?,Peter Attia,2459753,1000,332,480,338,561,1150,786,142,881,37,68,52,18,26,7
685,Bob Mankoff: Anatomy of a New Yorker cartoon,Bob Mankoff,1168185,63,616,217,123,43,69,11,48,22,11,13,6,17,1,7
686,"Michael Archer: How we'll resurrect the gastric brooding frog, the Tasmanian tiger",Michael Archer,554360,109,102,34,28,69,13,15,12,47,1,31,1,1,9,0
687,Rodney Brooks: Why we will rely on robots,Rodney Brooks,1351691,223,25,72,11,13,93,60,73,122,22,53,10,6,14,8
688,Eric X. Li: A tale of two political systems,Eric X. Li,2449736,1640,843,865,378,698,506,103,223,141,55,89,20,59,61,64
689,Joel Selanikio: The big-data revolution in healthcare,Joel Selanikio,687669,85,95,35,59,158,58,12,28,41,10,11,5,10,1,0
690,Jinha Lee: Reach into the computer and grab a pixel,Jinha Lee,1772635,206,468,43,13,374,500,164,91,222,42,30,22,9,2,7
691,Sleepy Man Banjo Boys: Bluegrass virtuosity from ... New Jersey?,Sleepy Man Banjo Boys,5199008,129,392,381,501,27,289,48,3,3,52,29,3,5,2,0
692,Charmian Gooch: Meet global corruption's hidden players,Charmian Gooch,1570996,258,157,604,290,535,226,23,103,24,71,33,16,12,6,9
693,Michael Green: Why we should build wooden skyscrapers,Michael Green,1207550,308,297,195,50,224,66,188,76,31,164,50,10,3,8,6
694,The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",717979,130,58,26,145,11,93,39,72,22,16,34,25,9,25,2
695,Jack Andraka: A promising test for pancreatic cancer ... from a teenager,Jack Andraka,4538435,269,533,464,426,696,185,35,77,16,151,21,83,19,7,24
696,Al Vernacchio: Sex needs a new metaphor. Here's one ...,Al Vernacchio,1836106,230,269,135,297,575,331,322,52,72,93,80,40,134,17,24
697,Bernie Krause: The voice of the natural world,Bernie Krause,1022050,186,262,300,65,280,203,20,6,4,124,15,36,12,4,3
698,Gavin Pretor-Pinney: Cloudy with a chance of joy,Gavin Pretor-Pinney,1223155,123,157,465,366,53,46,138,26,20,9,3,7,17,5,0
699,Pico Iyer: Where is home?,Pico Iyer,3035515,239,515,1254,52,785,103,199,23,35,74,116,16,12,43,35
700,Two young scientists break down plastics with bacteria,Miranda Wang and Jeanny Yao,1212774,153,174,215,186,140,63,44,20,54,24,22,27,12,16,37
701,Tom Thum: The orchestra in my mouth,Tom Thum,8688241,173,902,188,273,638,899,280,70,11,30,8,34,11,9,11
702,John Searle: Our shared condition -- consciousness,John Searle,1332731,630,103,271,70,153,73,270,41,200,60,52,47,12,26,38
703,Kate Stone: DJ decks made of ... paper,Kate Stone,686914,169,168,173,68,98,15,37,5,24,10,5,12,10,21,8
704,"Roberto D'Angelo + Francesca Fedeli: In our baby's illness, a life lesson",Roberto D'Angelo + Francesca Fedeli,1100997,107,99,6,448,297,208,43,36,10,11,16,3,3,0,0
705,Paul Kemp-Robertson: Bitcoin. Sweat. Tide. Meet the future of branded currency.,Paul Kemp-Robertson,1068469,263,62,71,266,164,68,25,39,17,44,65,14,3,10,12
706,Tania Luna: How a penny made me feel like a millionaire,Tania Luna,1655352,295,32,541,562,223,12,8,7,64,26,7,94,33,14,27
707,Bastian Schaefer: A 3D-printed jumbo jet?,Bastian Schaefer,1105500,121,109,42,108,69,118,76,12,78,20,9,10,14,20,4
708,Eli Beer: The fastest ambulance? A motorcycle,Eli Beer,1062701,162,421,65,176,44,61,129,59,9,50,4,3,3,0,0
709,"Julie Taymor: Spider-Man, The Lion King and life on the creative edge",Julie Taymor,959460,78,28,15,45,35,31,18,76,10,78,74,20,45,19,6
710,Peter van Manen: Better baby care -- thanks to Formula 1,Peter van Manen,790591,121,30,134,123,37,128,16,96,49,8,22,8,5,4,4
711,Beardyman: The polyphonic me,Beardyman,2067955,177,140,38,298,197,100,88,207,7,19,16,9,36,10,56
712,Daniel H. Cohen: For argument's sake,Daniel H. Cohen,1423637,390,208,103,251,60,16,162,150,45,34,32,7,11,11,17
713,Jinsop Lee: Design for all 5 senses,Jinsop Lee,1469884,180,64,78,273,177,170,77,173,28,166,115,30,14,17,26
714,Saki Mafundikwa: Ingenuity and elegance in ancient African alphabets,Saki Mafundikwa,724180,90,152,28,13,93,241,129,28,12,46,9,6,10,2,0
715,Eleanor Longden: The voices in my head,Eleanor Longden,4058274,671,119,1481,742,588,1417,28,13,31,199,362,55,175,27,7
716,Derek Paravicini and Adam Ockelford: In the key of genius,Derek Paravicini and Adam Ockelford,1471722,201,374,249,296,259,66,44,19,10,11,6,10,2,4,1
717,Margaret Heffernan: The dangers of willful blindness,Margaret Heffernan,1537390,289,413,742,84,155,383,278,10,11,32,19,74,18,4,3
718,Shigeru Ban: Emergency shelters made from paper,Shigeru Ban,1573440,157,338,364,128,196,52,52,60,17,34,49,6,2,4,1
719,Russell Foster: Why do we sleep?,Russell Foster,6504999,419,964,2113,1134,472,422,105,34,13,144,60,207,99,31,33
720,Steve Ramirez and Xu Liu: A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,1044961,333,188,269,6,166,157,24,70,86,19,5,17,9,20,11
721,May El-Khalil: Making peace is a marathon,May El-Khalil,5182832,186,358,23,111,195,49,46,36,5,22,16,19,2,2,0
722,Adam Spencer: Why I fell in love with monster prime numbers,Adam Spencer,2014461,202,523,284,502,100,339,117,124,56,14,11,11,50,10,7
723,Kelly McGonigal: How to make stress your friend,Kelly McGonigal,14566463,693,5248,1994,3904,510,4678,71,888,645,697,438,56,230,347,68
724,Chrystia Freeland: The rise of the new global super-rich,Chrystia Freeland,1909640,554,87,409,611,162,187,204,64,165,189,112,38,27,24,16
725,Alexa Meade: Your body is my canvas,Alexa Meade,2682427,257,600,462,342,21,142,356,63,50,8,28,13,66,18,9
726,"George Monbiot: For more wonder, rewild the world",George Monbiot,887823,166,15,243,325,199,381,107,16,36,63,42,25,12,8,4
727,Jake Barton: The museum of you,Jake Barton,780039,68,145,125,49,54,80,18,10,17,6,4,5,4,2,6
728,Ron McCallum: How technology allowed me to read,Ron McCallum,682353,90,287,79,12,67,86,19,23,125,43,17,7,0,0,0
729,Sonia Shah: 3 reasons we still haven??t gotten rid of malaria,Sonia Shah,1118305,98,142,240,18,30,17,43,55,20,8,12,7,4,2,0
730,Apollo Robbins: The art of misdirection,Apollo Robbins,15283242,285,418,1873,1864,714,146,1660,84,143,411,221,19,21,35,79
731,James Lyne: Everyday cybercrime -- and what you can do about it,James Lyne,1397126,133,812,134,22,278,274,25,65,110,17,97,14,47,41,6
732,Marla Spivak: Why bees are disappearing,Marla Spivak,2436104,253,719,553,1128,21,144,589,225,83,54,13,29,19,10,27
733,Eric Berlow and Sean Gourley: Mapping ideas worth spreading,Eric Berlow and Sean Gourley,1085152,99,196,165,34,155,12,20,60,49,46,10,7,3,1,0
734,Andras Forgacs: Leather and meat without killing animals,Andras Forgacs,1151214,463,511,473,334,200,297,59,396,37,11,52,41,10,7,12
735,Benjamin Barber: Why mayors should rule the world,Benjamin Barber,719821,253,4,98,157,153,81,45,35,32,58,19,68,20,9,6
736,Elizabeth Loftus: How reliable is your memory?,Elizabeth Loftus,3338820,520,1199,289,1369,382,145,552,273,99,24,46,34,46,58,32
737,Stuart Firestein: The pursuit of ignorance,Stuart Firestein,1836382,193,347,329,179,154,514,50,19,258,25,12,52,46,10,6
738,Onora O'Neill: What we don't understand about trust,Onora O'Neill,1469734,127,270,171,241,68,187,59,23,36,1,45,49,12,17,2
739,James Flynn: Why our IQ levels are higher than our grandparents',James Flynn,2991225,313,273,660,470,37,199,59,55,64,118,60,54,33,12,13
740,Kevin Breel: Confessions of a depressed comic,Kevin Breel,2954036,565,2309,21,54,62,740,1455,364,122,535,32,110,124,18,5
741,Malcolm Gladwell: The unheard story of David and Goliath,Malcolm Gladwell,3665885,441,495,625,100,42,171,42,325,182,90,71,163,69,36,19
742,Kelli Swazey: Life that doesn't end with death,Kelli Swazey,1538661,169,221,213,91,90,27,43,108,76,58,31,33,17,25,6
743,Amy Webb: How I hacked online dating,Amy Webb,6298610,404,248,224,760,1717,814,580,104,549,153,16,94,80,43,73
744,Fabian Oefner: Psychedelic science,Fabian Oefner,1789403,133,78,256,438,116,131,42,123,33,79,4,11,5,3,21
745,Jason Pontin: Can technology solve our big problems?,Jason Pontin,1507409,266,140,106,162,171,53,18,75,8,48,30,15,26,4,28
746,Michael Porter: The case for letting business solve social problems,Michael Porter,1573620,218,252,290,55,416,99,216,89,33,45,75,26,17,9,6
747,Michael Sandel: Why we shouldn't trust markets with our civic life,Michael Sandel,1684720,395,277,482,441,127,166,33,57,42,89,20,59,13,3,9
748,Janette Sadik-Khan: New York's streets? Not so mean any more,Janette Sadik-Khan,925046,148,148,289,207,172,182,41,49,17,40,26,11,2,4,0
749,Trita Parsi: Iran and Israel: Peace is possible,Trita Parsi,740772,147,91,189,49,17,100,52,37,38,6,13,5,4,9,3
750,Gary Slutkin: Let's treat violence like a contagious disease,Gary Slutkin,734171,268,198,229,181,275,195,98,40,23,2,10,8,10,16,1
751,Andrew Fitzgerald: Adventures in Twitter fiction,Andrew Fitzgerald,1000495,64,104,74,54,22,52,37,47,19,6,17,7,12,7,4
752,Jeff Speck: The walkable city,Jeff Speck,1041732,124,10,19,41,12,55,92,243,272,310,33,15,9,21,19
753,Amanda Bennett: We need a heroic narrative for death,Amanda Bennett,986726,124,214,152,169,29,6,45,32,19,12,28,25,7,7,8
754,Iwan Baan: Ingenious homes in unexpected places,Iwan Baan,1463086,195,559,178,219,305,13,36,13,279,131,16,5,32,43,4
755,Alessandro Acquisti: What will a future without secrets look like?,Alessandro Acquisti,1305155,134,632,205,336,20,99,44,97,22,74,6,16,10,42,20
756,Hetain Patel: Who am I? Think again,Hetain Patel,2663827,165,656,233,255,45,265,87,197,63,43,45,14,41,56,11
757,Steve Howard: Let's go all-in on selling sustainability,Steve Howard,1041748,143,231,283,184,44,32,21,41,14,17,14,3,7,10,0
758,Charles Robertson: Africa's next boom,Charles Robertson,1204089,207,97,180,66,56,58,95,14,13,11,7,12,12,9,3
759,Parul Sehgal: An ode to envy,Parul Sehgal,2158038,227,301,328,265,204,157,27,48,21,109,116,109,63,73,26
760,Gian Giudice: Why our universe might exist on a knife-edge,Gian Giudice,1644420,207,108,443,63,59,43,318,29,58,84,7,18,12,4,14
761,Xavier Vilalta: Architecture at home in its community,Xavier Vilalta,999700,84,166,70,70,52,105,78,29,14,3,13,4,13,6,3
762,"Mariana Mazzucato: Government -- investor, risk-taker, innovator",Mariana Mazzucato,816687,262,36,141,11,281,261,53,41,61,27,37,121,32,109,21
763,Mohamed Hijri: A simple solution to the coming phosphorus crisis,Mohamed Hijri,618471,130,182,84,57,24,74,29,5,23,3,12,5,2,1,0
764,"Abha Dawesar: Life in the ""digital now""",Abha Dawesar,1245695,194,178,295,19,111,139,83,83,90,63,27,52,36,17,2
765,Holly Morris: Why stay in Chernobyl? Because it's home.,Holly Morris,1108528,172,157,121,40,85,71,151,39,28,7,28,5,17,10,3
766,Dong Woo Jang: The art of bow-making,Dong Woo Jang,2290464,167,353,161,145,38,109,159,23,36,93,63,44,15,33,17
767,Rodrigo Canales: The deadly genius of drug cartels,Rodrigo Canales,2225283,286,833,327,193,364,156,63,16,9,40,6,14,50,8,3
768,Robin Nagle: What I discovered in New York City  trash,Robin Nagle,1628594,148,297,90,277,180,120,67,97,9,26,28,19,16,5,10
769,Gr?goire Courtine: The paralyzed rat that walked,Gr?goire Courtine,926295,156,241,245,316,82,51,186,9,29,50,18,18,3,5,0
770,Mikko Hypponen: How the NSA betrayed the world's trust -- time to act,Mikko Hypponen,1535238,515,702,495,431,52,145,154,196,31,15,42,47,36,11,10
771,Arthur Benjamin: The magic of Fibonacci numbers,Arthur Benjamin,4376218,325,898,1050,37,796,125,234,194,34,451,243,115,17,34,20
